,game_id,player_name,accumulated_messages,current_turn_player_message
0,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,<phase change> Nighttime <player name> Jeremy Davis <text> ,"hi!, who do you want to elimate? "
1,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> ",hi all! 
2,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> ",nice to meet everyone 
3,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> ",roy moore as in the failed politician? lol 
4,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> roy moore as in the failed politician? lol <player name> William Reed <text> she isn't talking sounds like a mob goon to me <player name> Roy Moore <text> why did you choose me <player name> Roy Moore <text> you are right my mistake <player name> Mark Espinoza <vote> Roy Moore <phase change> Nighttime <victim> Brittany Oliver <player name> Brittany Oliver <text> oh <player name> Harold Peterson <text> who do you want to select? <player name> Jeremy Davis <text> ",who was deleted in the day part? 
5,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> roy moore as in the failed politician? lol <player name> William Reed <text> she isn't talking sounds like a mob goon to me <player name> Roy Moore <text> why did you choose me <player name> Roy Moore <text> you are right my mistake <player name> Mark Espinoza <vote> Roy Moore <phase change> Nighttime <victim> Brittany Oliver <player name> Brittany Oliver <text> oh <player name> Harold Peterson <text> who do you want to select? <player name> Jeremy Davis <text> who was deleted in the day part? <player name> Jeremy Davis <text> ",let's do brittany or roy  
6,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> roy moore as in the failed politician? lol <player name> William Reed <text> she isn't talking sounds like a mob goon to me <player name> Roy Moore <text> why did you choose me <player name> Roy Moore <text> you are right my mistake <player name> Mark Espinoza <vote> Roy Moore <phase change> Nighttime <victim> Brittany Oliver <player name> Brittany Oliver <text> oh <player name> Harold Peterson <text> who do you want to select? <player name> Jeremy Davis <text> who was deleted in the day part? <player name> Jeremy Davis <text> let's do brittany or roy  <player name> Harold Peterson <text> Brittany <player name> Harold Peterson <text> Roy then <player name> Harold Peterson <vote> Roy Moore <player name> Jeremy Davis <vote> ",Roy Moore 
7,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> roy moore as in the failed politician? lol <player name> William Reed <text> she isn't talking sounds like a mob goon to me <player name> Roy Moore <text> why did you choose me <player name> Roy Moore <text> you are right my mistake <player name> Mark Espinoza <vote> Roy Moore <phase change> Nighttime <victim> Brittany Oliver <player name> Brittany Oliver <text> oh <player name> Harold Peterson <text> who do you want to select? <player name> Jeremy Davis <text> who was deleted in the day part? <player name> Jeremy Davis <text> let's do brittany or roy  <player name> Harold Peterson <text> Brittany <player name> Harold Peterson <text> Roy then <player name> Harold Peterson <vote> Roy Moore <player name> Jeremy Davis <vote> Roy Moore <player name> Jeremy Davis <text> ",good for me 
8,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> roy moore as in the failed politician? lol <player name> William Reed <text> she isn't talking sounds like a mob goon to me <player name> Roy Moore <text> why did you choose me <player name> Roy Moore <text> you are right my mistake <player name> Mark Espinoza <vote> Roy Moore <phase change> Nighttime <victim> Brittany Oliver <player name> Brittany Oliver <text> oh <player name> Harold Peterson <text> who do you want to select? <player name> Jeremy Davis <text> who was deleted in the day part? <player name> Jeremy Davis <text> let's do brittany or roy  <player name> Harold Peterson <text> Brittany <player name> Harold Peterson <text> Roy then <player name> Harold Peterson <vote> Roy Moore <player name> Jeremy Davis <vote> Roy Moore <player name> Jeremy Davis <text> good for me <phase change> Daytime <victim> Roy Moore <player name> Kimberly Ibarra <text> Well now I feel bad <player name> Scott Glenn <vote> Diana Ayala <player name> Harold Peterson <text> I missed you guys <player name> William Reed <text> why'd the mob whack the person everyone was voting for they should've left him alive to distract from them <player name> Mark Espinoza <text> hmm <player name> Scott Glenn <text> kimberly ibarra <player name> Diana Ayala <vote> Scott Glenn <player name> Kimberly Ibarra <text> I'm going with Diana on this one <player name> Kimberly Ibarra <vote> Scott Glenn <player name> Harold Peterson <vote> Scott Glenn <player name> Mark Espinoza <text> scott was the first voter last time... <player name> Jeremy Davis <text> ",I wonder if scott glenn is related to john glenn the astronaut?  
9,1715bc7f-927a-038a-0dc9-b93ee720a4df-data,Jeremy Davis,"<phase change> Nighttime <player name> Jeremy Davis <text> hi!, who do you want to elimate? <phase change> Daytime <player name> Ryan Lee <text> day <player name> Ryan Lee <text> hi <player name> Scott Glenn <text> Roy Moore <player name> Roy Moore <text> hello all <player name> Jeremy Davis <text> hi all! <player name> Scott Glenn <vote> Brittany Oliver <player name> Harold Peterson <text> You pick please <player name> William Reed <text> hi <player name> Mark Espinoza <text> hi all! <player name> Scott Glenn <text> hi <player name> Harold Peterson <text> Hello <player name> Kimberly Ibarra <vote> Roy Moore <player name> Ryan Lee <text> nice to meet you all <player name> Diana Ayala <text> hola <player name> Harold Peterson <vote> Roy Moore <player name> Roy Moore <vote> Brittany Oliver <player name> Jeremy Davis <text> nice to meet everyone <player name> William Reed <vote> Brittany Oliver <player name> Harold Peterson <text> why are you guys picking before we talk about it? <player name> Roy Moore <text> i barra going to beat you up <player name> Diana Ayala <vote> Brittany Oliver <player name> Roy Moore <text> ryan are you related to Jet <player name> Harold Peterson <text> that's Jet Li <player name> Kimberly Ibarra <text> Why is everyone choosing Brittany? <player name> Jeremy Davis <text> roy moore as in the failed politician? lol <player name> William Reed <text> she isn't talking sounds like a mob goon to me <player name> Roy Moore <text> why did you choose me <player name> Roy Moore <text> you are right my mistake <player name> Mark Espinoza <vote> Roy Moore <phase change> Nighttime <victim> Brittany Oliver <player name> Brittany Oliver <text> oh <player name> Harold Peterson <text> who do you want to select? <player name> Jeremy Davis <text> who was deleted in the day part? <player name> Jeremy Davis <text> let's do brittany or roy  <player name> Harold Peterson <text> Brittany <player name> Harold Peterson <text> Roy then <player name> Harold Peterson <vote> Roy Moore <player name> Jeremy Davis <vote> Roy Moore <player name> Jeremy Davis <text> good for me <phase change> Daytime <victim> Roy Moore <player name> Kimberly Ibarra <text> Well now I feel bad <player name> Scott Glenn <vote> Diana Ayala <player name> Harold Peterson <text> I missed you guys <player name> William Reed <text> why'd the mob whack the person everyone was voting for they should've left him alive to distract from them <player name> Mark Espinoza <text> hmm <player name> Scott Glenn <text> kimberly ibarra <player name> Diana Ayala <vote> Scott Glenn <player name> Kimberly Ibarra <text> I'm going with Diana on this one <player name> Kimberly Ibarra <vote> Scott Glenn <player name> Harold Peterson <vote> Scott Glenn <player name> Mark Espinoza <text> scott was the first voter last time... <player name> Jeremy Davis <text> I wonder if scott glenn is related to john glenn the astronaut?  <player name> Scott Glenn <text> what is happening <player name> Diana Ayala <text> yeah he's been the first voter twice <player name> William Reed <vote> Diana Ayala <phase change> Nighttime <victim> Scott Glenn <player name> Jeremy Davis <vote> ",Scott Glenn 
